date,report_score
2020-01-22,0.9199999999999999
2020-01-23,0.6
2020-02-04,1.0
2020-02-05,0.8
2020-02-10,1.0
2020-02-14,1.0
2020-02-16,1.0
2020-02-17,0.6
2020-02-18,0.6
2020-02-19,1.0
2020-02-21,1.0
2020-02-22,1.0
2020-02-26,1.0
2020-02-27,0.8666666666666667
2020-02-28,1.0
2020-03-02,1.0
2020-03-18,0.65
2020-03-19,0.5
2020-03-20,1.0
2020-03-23,1.0
2020-04-03,1.0
2020-04-10,1.0
2020-04-21,1.0
2020-04-22,0.8666666666666667
2020-04-26,0.8
2020-04-27,0.7999999999999999
2020-04-28,0.8666666666666667
2020-04-29,0.7
2020-04-30,0.7999999999999999
2020-05-07,1.0
2020-05-19,1.0
2020-05-29,1.0
2020-06-02,1.0
2020-06-14,1.0
2020-06-23,0.6
2020-06-30,1.0
2020-07-03,1.0
2020-07-10,1.0
2020-07-12,1.0
2020-07-13,1.0
2020-07-19,1.0
2020-07-20,1.0
2020-08-07,1.0
2020-08-10,1.0
2020-08-12,1.0
2020-08-13,0.8
2020-08-14,1.0
2020-08-16,0.6
2020-08-27,0.9
2020-08-28,0.9333333333333332
2020-08-30,0.8
2020-08-31,0.95
2020-09-01,0.0
2020-09-02,0.5
2020-09-03,0.6
2020-09-15,1.0
2020-09-20,1.0
2020-10-13,1.0
2020-10-14,1.0
2020-10-21,0.8666666666666667
2020-10-22,0.7777777777777778
2020-10-23,0.8666666666666667
2020-10-26,1.0
2020-10-28,1.0
2020-10-29,0.7333333333333334
2020-10-30,1.0
2020-10-31,1.0
2020-11-03,1.0
2020-11-04,1.0
2020-11-05,1.0
2020-12-01,1.0
2020-12-28,0.6
2020-12-30,1.0
2020-12-31,1.0
2021-01-04,1.0
2021-02-01,1.0
2021-02-02,1.0
2021-02-03,0.9
2021-02-04,1.0
2021-02-05,0.0
2021-02-17,1.0
2021-02-24,1.0
2021-03-03,1.0
2021-03-09,0.6
2021-03-24,1.0
2021-03-25,0.6
2021-03-29,0.76
2021-03-30,1.0
2021-03-31,0.7333333333333334
2021-04-01,1.0
2021-04-02,0.0
2021-04-15,1.0
2021-04-21,1.0
2021-04-22,1.0
2021-04-23,1.0
2021-04-25,0.7333333333333334
2021-04-27,0.6
2021-04-28,0.8666666666666667
2021-04-29,0.8
2021-04-30,1.0
2021-05-05,1.0
2021-05-06,1.0
2021-05-11,0.6
2021-06-03,1.0
2021-06-11,1.0
2021-06-28,1.0
2021-06-29,1.0
2021-07-29,0.6
2021-07-30,1.0
2021-08-12,0.8
2021-08-13,1.0
2021-08-15,1.0
2021-08-17,1.0
2021-08-19,1.0
2021-08-20,0.9
2021-08-22,1.0
2021-08-23,0.6
2021-08-26,0.9
2021-08-27,0.8
2021-08-29,1.0
2021-08-30,0.6666666666666666
2021-09-01,1.0
2021-09-14,1.0
2021-09-23,1.0
2021-10-13,1.0
2021-10-21,0.9
2021-10-22,1.0
2021-10-26,0.8666666666666667
2021-10-28,0.8666666666666667
2021-10-29,0.8666666666666667
2021-10-30,1.0
2021-11-01,1.0
2021-12-29,1.0
2021-12-31,1.0
2022-01-07,1.0
2022-01-10,1.0
2022-01-13,1.0
2022-01-18,1.0
2022-01-28,1.0
2022-02-09,1.0
2022-02-10,1.0
2022-02-14,1.0
2022-02-23,0.6
2022-03-10,0.8400000000000001
2022-03-11,0.8400000000000001
2022-03-25,0.8666666666666667
2022-03-27,1.0
2022-03-28,0.8
2022-03-31,0.6
2022-04-01,1.0
2022-04-05,0.0
2022-04-22,1.0
2022-04-24,0.8
2022-04-25,1.0
2022-04-26,0.8666666666666667
2022-04-27,0.9333333333333332
2022-04-28,0.6
2022-04-30,0.6
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,0.72
2022-05-06,0.7333333333333334
2022-05-10,0.8
2022-05-11,1.0
2022-05-12,1.0
2022-05-16,0.5
2022-05-17,0.6
2022-06-12,1.0
2022-06-19,1.0
2022-06-21,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-30,1.0
2022-07-15,1.0
2022-07-27,1.0
2022-08-14,0.65
2022-08-15,0.7333333333333334
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,0.8
2022-08-19,0.6
2022-08-22,1.0
2022-08-23,0.6
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,0.8
2022-08-27,0.6
2022-08-29,1.0
2022-08-31,1.0
2022-09-01,1.0
2022-09-02,0.0
2022-09-04,1.0
2022-09-07,1.0
2022-09-08,0.6
2022-09-12,1.0
2022-09-29,1.0
2022-10-08,1.0
2022-10-10,1.0
2022-10-11,0.75
2022-10-12,0.6
2022-10-16,1.0
2022-10-24,0.9333333333333332
2022-10-25,0.7999999999999999
2022-10-26,1.0
2022-10-27,0.5333333333333333
2022-10-28,1.0
2022-10-30,0.65
2022-11-01,1.0
2022-11-03,0.6
2022-11-04,0.6
2022-11-07,1.0
2022-11-11,1.0
2022-11-16,0.6
2022-11-23,0.0
2022-11-25,0.8
2022-12-05,1.0
2022-12-09,1.0
2022-12-11,1.0
2022-12-22,1.0
2023-01-05,1.0
2023-01-15,1.0
2023-01-17,0.7333333333333334
2023-01-18,1.0
2023-01-19,1.0
2023-01-26,1.0
2023-01-28,1.0
2023-02-08,1.0
2023-02-09,1.0
2023-02-10,0.6
2023-02-14,0.0
2023-02-16,1.0
2023-02-28,0.6
2023-03-08,1.0
2023-03-09,0.65
2023-03-10,0.9
2023-03-12,1.0
2023-03-13,0.8666666666666667
2023-03-14,0.6
2023-03-15,1.0
2023-03-19,1.0
2023-03-21,1.0
2023-03-22,1.0
2023-03-23,1.0
2023-03-30,1.0
2023-03-31,0.8666666666666667
2023-04-03,0.8
2023-04-07,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-23,1.0
2023-04-24,0.6
2023-04-25,0.55
2023-04-26,0.8
2023-04-27,0.8
2023-04-29,0.6
2023-05-03,0.0
2023-05-04,0.8666666666666667
2023-05-07,1.0
2023-05-08,1.0
2023-05-09,1.0
2023-05-12,1.0
2023-06-01,0.6
2023-06-05,1.0
2023-06-15,1.0
2023-07-06,1.0
2023-07-26,0.9428571428571428
2023-07-27,0.8666666666666667
2023-07-28,0.6
2023-07-30,1.0
2023-07-31,0.6
2023-08-02,1.0
2023-08-06,1.0
2023-08-07,1.0
2023-08-22,0.0
2023-08-23,0.8
2023-08-24,0.8857142857142858
2023-08-25,1.0
2023-08-27,1.0
2023-08-29,0.6
2023-08-31,0.6
2023-09-01,1.0
2023-09-05,1.0
2023-09-06,1.0
2023-09-07,0.6
2023-09-27,0.6
2023-10-10,1.0
2023-10-16,0.0
2023-10-20,1.0
2023-10-22,0.8
2023-10-23,0.8666666666666667
2023-10-25,0.8
2023-10-26,0.8
2023-10-29,0.8
2023-10-31,0.8
2023-11-01,1.0
2023-11-03,1.0
2023-11-14,1.0
2023-11-17,1.0
2023-11-19,1.0
2023-12-07,1.0
2023-12-14,1.0
2024-01-05,1.0
2024-01-11,1.0
2024-01-31,1.0
2024-02-01,1.0
2024-02-08,1.0
2024-03-15,0.7568757547332557
2024-03-16,1.049406921843211
2024-03-17,1.057707203718048
2024-03-18,1.0337427135549966
2024-03-19,0.9726795410965483
2024-03-20,1.0388461538461538
2024-03-21,0.6453788509575353
2024-03-22,0.6
2024-03-27,1.0232348703170029
2024-03-29,0.6028063610851263
2024-03-31,1.0128865979381443
2024-04-01,1.0602246320681643
2024-04-07,1.0125
2024-04-10,0.6412026726057906
2024-04-16,1.043104632620161
2024-04-17,0.8496604205010705
2024-04-20,1.0
2024-04-21,0.6
2024-04-22,1.013779527559055
2024-04-24,1.0285071267816954
2024-04-30,0.8903587510368527
2024-05-05,0.8525114416475972
2024-05-06,1.0517314351673719
2024-05-07,1.02991452991453
2024-05-17,0.6444915254237288
2024-05-19,1.0745506535947713
2024-06-07,0.6128865979381444
2024-06-10,0.6594059405940593
2024-07-02,1.0526315789473684
2024-07-03,0.6484875444839857
2024-07-05,0.6128865979381444
2024-07-07,1.0
2024-07-08,0.6597014925373134
2024-07-09,0.6594059405940593
2024-07-10,0.006976744186046518
2024-07-12,1.0398230088495575
2024-07-21,0.6350539291217258
2024-07-27,1.042230301483734
2024-07-28,1.0506904069767442
2024-07-29,0.8778829159574262
2024-07-31,1.028072837632777
2024-08-01,1.0472360891760926
2024-08-05,1.0542484855412046
2024-08-06,1.0371359183004576
2024-08-16,0.5
2024-08-19,0.810640223831468
2024-08-29,0.6594059405940593
2024-08-30,1.0495904558404558
2024-09-01,0.0
2024-09-02,0.7492753623188406
2024-09-03,1.0436893203883495
2024-09-05,0.0
2024-09-06,0.6441176470588235
2024-09-10,1.1
2024-10-14,1.1
2024-10-19,1.0
2024-10-20,0.7909998161454037
2024-10-21,1.0470545977011494
2024-10-22,1.0235309045792917
2024-10-23,0.6
2024-10-24,1.0671617043411459
2024-10-28,1.0527817403708988
2024-10-31,1.0454545454545454
2024-11-01,0.44154373436196825
2024-11-02,1.0245098039215685
2024-11-11,1.1
2024-12-02,1.0372076541459958
2024-12-12,1.0558170813718897
2024-12-25,0.6450077782491868
2024-12-27,1.0558170813718897
2024-12-30,1.0454070981210857
2025-01-08,1.0705882352941176
2025-01-22,1.0448189448441247
2025-01-24,1.0222235678817972
2025-02-02,0.1266707168894289
2025-02-10,1.038135593220339
2025-02-24,1.053921568627451
2025-03-15,1.0
2025-03-16,0.7014712109000865
2025-03-17,0.8439227813920624
2025-03-18,0.8200042322116541
2025-03-24,0.648337856173677
2025-03-26,1.0383333333333333
2025-03-27,1.053921568627451
2025-03-28,0.8469079489084812
2025-03-29,1.0404040404040404
2025-04-01,0.6085988366003844
2025-04-02,1.0319148936170213
2025-04-15,0.9469274747720318
2025-04-16,0.9103868672298684
2025-04-21,1.0520068937566567
2025-04-30,0.8115363356777605
2025-05-02,1.0418356997971603
2025-05-15,1.0
2025-05-16,0.6
2025-05-21,0.6363493902023574
2025-06-16,0.27049180327868855
2025-06-24,0.6416666666666666
2025-06-25,1.0516304347826086
2025-06-26,0.6365168539325843
2025-06-27,1.0548273657289002
2025-07-31,1.0438778344778041
2025-08-01,0.6576790633608816
2025-08-04,1.061884935654807
2025-08-08,1.035371318822023
2025-08-22,0.6
2025-08-24,0.0
2025-08-26,1.1262886597938144
2025-08-27,0.6363720277654704
2025-08-31,1.044597404733893
2025-09-02,0.8504928315412186
2025-09-04,0.6421348314606742
2025-09-14,1.0584958217270195
2025-09-18,1.0882352941176472
2025-10-21,1.065817789129486
2025-10-22,0.8015109617970265
2025-10-24,1.0524432871562468
2025-10-26,0.0024752475247524774
2025-10-27,1.0803457106274008
2025-10-28,1.0389225688138732
2025-11-02,1.0423351158645278
2025-11-05,1.0416666666666667
2025-11-06,1.101123595505618
2025-11-07,0.6394736842105263
2025-11-19,1.0494791666666667
2025-12-18,0.0
2025-12-23,1.0435767326732672
2026-01-29,1.076271186440678
